experiment_id,strain_name,species,assembly,culture_type,fermentation_type,reactor_scale,search_stage,replicate_id,batch_id,experiment_date,carbon_source,nitrogen_source,glucose_g_L,sucrose_g_L,maltose_g_L,total_carbon_g_L,ammonium_g_L,nitrate_g_L,yeast_extract_g_L,total_nitrogen_g_L,phosphate_g_L,sulfate_g_L,magnesium_g_L,calcium_g_L,trace_mix_x,vitamin_mix_x,pH,temperature_C,mixing,rpm,agar_percent,inoculum_g_L,incubation_time_h,feasible_growth,growth_rate_h_inv,fba_growth_proxy,biomass_g_L,glucose_uptake_proxy,nitrogen_uptake_proxy,phosphate_uptake_proxy,sulfate_uptake_proxy,fva_range_proxy,biomass_yield_g_per_g_carbon,organic_acid_g_L,ethanol_g_L,other_byproducts_g_L,total_byproducts_g_L,clean_score,is_synthetic,notes,growth_norm,biomass_norm,yield_norm,byproduct_penalty_norm,overall_rank_score,rank_within_strain
SYN0622,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,2,B5,2026-01-25,maltose,ammonium,0.0,0.0,33.11,33.11,4.15,0.0,0.0,4.15,0.27,1.05,0.725,0.124,0.26,1.47,3.68,26.5,medium,183,0.0,0.527,72,0,0.000559,0.000525,0.004091,27.043279,3.292927,0.183821,0.413862,0.206212,0.000124,0.258902,0.110192,0.228107,0.597202,0.006804,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0015245274374030126,0.0014352487407806056,0.001087137584275081,0.04771644531325152,-0.010676,141
SYN0623,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,2,B6,2026-01-20,glucose,ammonium,19.81,0.0,0.0,19.81,2.92,0.0,0.0,2.92,0.38,1.1,0.485,0.447,1.05,0.4,4.09,37.0,high,246,0.0,0.221,72,0,0.001235,0.001231,0.007882,18.178804,2.548708,0.25584,0.331861,0.202771,0.000398,0.292725,0.049525,0.179261,0.521511,0.014889,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0033681420128671203,0.002765248246109199,0.0034893609559796955,0.038198757724924225,-0.006705,123
SYN0624,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,3,B5,2026-01-16,glucose,nitrate,18.38,0.0,0.0,18.38,0.0,5.71,0.0,5.71,2.09,1.83,0.339,0.18,0.3,0.78,6.63,36.7,low,110,0.0,0.37,24,0,0.001914,0.001896,0.012942,16.021208,3.740825,1.043727,0.886577,0.224212,0.000704,0.261618,0.058033,0.291645,0.611297,0.020732,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.005219938309819974,0.004540452017399804,0.006172135962335943,0.04948880671100651,-0.007722,129
SYN0625,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,exploit,2,B3,2026-01-25,glucose,yeast_extract,12.11,0.0,0.0,12.11,0.0,0.0,4.45,2.67,2.75,0.87,0.133,0.144,0.13,0.71,7.04,24.8,low,119,0.0,0.602,48,0,0.000314,0.00033,0.001962,10.15324,2.397173,1.23037,0.564558,0.193392,0.000162,0.320882,0.110138,0.067043,0.498063,0.003923,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0008563535158220857,0.0006883299998561595,0.001420292650423896,0.03525031288245817,-0.007988,131
SYN0626,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,1,B2,2026-01-16,glucose,ammonium,9.47,0.0,0.0,9.47,2.39,0.0,0.0,2.39,2.01,1.11,0.655,0.017,1.7,1.2,6.3,36.5,low,111,0.0,0.769,72,0,0.002642,0.002662,0.015613,8.543111,1.752715,0.840111,0.546552,0.222338,0.001649,0.260063,0.102224,0.12455,0.486837,0.031073,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.007205369391089013,0.005477521043707551,0.014457176423142004,0.03383871096325296,-0.001129,100
SYN0627,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,3,B6,2026-01-19,sucrose,ammonium,0.0,29.14,0.0,29.14,3.35,0.0,0.0,3.35,1.04,1.46,0.074,0.264,0.2,1.1,5.05,28.7,low,126,0.0,0.702,48,0,0.015887,0.015657,0.123574,24.551125,2.666531,0.65011,0.691392,0.263419,0.004241,0.297861,0.032804,0.137615,0.46828,0.208791,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.04332766976390278,0.043353563405823164,0.03718185882992434,0.03150527992684718,0.029898,60
SYN0628,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,exploit,1,B5,2026-01-07,sucrose,yeast_extract,0.0,32.79,0.0,32.79,0.0,0.0,6.87,4.122,3.55,0.3,0.129,0.345,0.3,0.32,3.52,33.5,medium,172,0.0,0.43,24,0,0.00019,0.000195,0.001277,25.123945,3.113908,1.677108,0.165072,0.283626,3.9e-05,0.243651,0.073721,0.174217,0.491588,0.002591,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0005181756942872493,0.00044801091224073167,0.0003419223047316787,0.03443612061211667,-0.008202,132
SYN0629,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,2,B1,2026-01-19,sucrose,ammonium,0.0,28.71,0.0,28.71,1.04,0.0,0.0,1.04,4.08,0.86,0.596,0.451,1.98,1.21,4.43,26.6,high,242,0.0,0.719,48,0,5e-06,5e-06,3.4e-05,27.156029,0.861095,2.514125,0.29867,0.192557,1e-06,0.454034,0.175955,0.502186,1.132175,3e-05,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,1.3636202481243404e-05,1.1928246684561375e-05,8.767238582863556e-06,0.11498607951269679,-0.028736,165
SYN0630,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,1,B6,2026-01-23,glucose,nitrate,32.19,0.0,0.0,32.19,0.0,1.49,0.0,1.49,1.01,0.43,0.746,0.306,1.53,0.8,5.65,31.6,high,231,0.0,0.88,72,0,0.002301,0.002312,0.015661,23.975947,1.118598,0.491876,0.253717,0.237611,0.000487,0.376761,0.219262,0.283705,0.879727,0.017491,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.006275380381868214,0.0054943609213798745,0.004269645189854552,0.08324226325583607,-0.015837,156
SYN0631,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,1,B6,2026-01-05,sucrose,ammonium,0.0,32.73,0.0,32.73,0.6,0.0,0.0,0.6,3.11,1.57,0.352,0.015,1.41,0.75,4.08,34.3,low,118,0.0,0.194,48,0,0.0,0.0,0.0,22.095193,0.352919,1.748796,0.577357,0.208699,0.0,1.216756,0.199726,0.976434,2.392916,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.27351667057101725,-0.068379,178
SYN0632,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,2,B3,2026-01-14,glucose,yeast_extract,5.7,0.0,0.0,5.7,0.0,0.0,0.2,0.12,3.71,0.98,0.076,0.178,1.06,0.36,5.46,31.6,high,242,0.0,0.569,48,0,0.0,0.0,0.0,5.317006,0.077814,2.02382,0.558276,0.171574,0.0,0.93392,0.296392,0.477956,1.708268,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.18742630616873557,-0.046857,175
SYN0633,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B1,2026-01-05,maltose,nitrate,0.0,0.0,22.62,22.62,0.0,3.99,0.0,3.99,1.01,1.01,0.502,0.157,0.45,0.52,5.22,32.6,medium,184,0.0,0.865,72,0,0.042565,0.043076,0.278694,19.555127,3.345886,0.702394,0.534002,0.214719,0.012321,0.099547,0.06083,0.120846,0.281222,0.497742,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.11608499172282508,0.09777443475021023,0.10802114657946188,0.007983862520585864,0.094459,26
SYN0634,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B4,2026-01-10,glucose,ammonium,26.59,0.0,0.0,26.59,2.91,0.0,0.0,2.91,1.43,1.69,0.47,0.149,0.72,1.19,4.09,31.8,medium,176,0.0,0.452,24,0,0.016155,0.015677,0.118521,21.024921,2.612531,0.688767,0.920614,0.241211,0.004457,0.192226,0.048323,0.185088,0.425637,0.217807,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.04405857021689743,0.04158081545002644,0.039075582363822865,0.026143179388750968,0.031253,59
SYN0635,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,3,B3,2026-01-20,glucose,nitrate,33.01,0.0,0.0,33.01,0.0,5.98,0.0,5.98,0.87,0.06,0.361,0.369,0.24,0.81,4.29,33.7,low,129,0.0,0.602,72,0,0.000879,0.000917,0.006564,22.006978,4.781377,0.360057,0.028207,0.247229,0.000199,0.258258,0.081087,0.249031,0.588376,0.011032,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.00239724439620259,0.0023028532716900256,0.0017446804779898478,0.046606628945987556,-0.009658,137
SYN0636,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,1,B1,2026-01-01,glucose,ammonium,23.64,0.0,0.0,23.64,4.06,0.0,0.0,4.06,0.48,0.28,0.536,0.27,1.68,0.49,4.84,32.2,medium,178,0.0,0.164,24,0,0.023304,0.022494,0.171658,22.342521,2.255836,0.189378,0.165956,0.242202,0.007261,0.185349,0.036671,0.114462,0.336482,0.337816,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.06355561252457925,0.060222910864071666,0.06365891935017227,0.014932474854033245,0.052321,44
SYN0637,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B3,2026-01-18,glucose,ammonium,27.42,0.0,0.0,27.42,3.37,0.0,0.0,3.37,1.27,1.6,0.695,0.42,0.2,1.43,6.99,26.2,high,247,0.0,0.719,72,0,0.007337,0.0076,0.055121,18.905953,2.605956,0.883469,0.981208,0.248807,0.00201,0.253296,0.0451,0.254807,0.553203,0.090612,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.020009763520976567,0.01933814369116787,0.01762214955155575,0.042183835938308496,0.00675,85
SYN0638,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,1,B4,2026-01-09,sucrose,nitrate,0.0,13.48,0.0,13.48,0.0,1.0,0.0,1.0,3.2,1.01,0.677,0.246,1.71,1.06,6.17,26.3,medium,186,0.0,0.794,96,0,0.033186,0.034898,0.213761,9.585012,0.721991,2.104758,0.543567,0.248817,0.015858,0.250028,0.04105,0.142586,0.433663,0.330171,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.09050620310850871,0.07499393939819189,0.13903086944705026,0.027152400572034517,0.078943,32
SYN0639,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,1,B6,2026-01-28,maltose,nitrate,0.0,0.0,17.08,17.08,0.0,5.07,0.0,5.07,4.24,0.98,0.127,0.308,1.51,0.81,5.46,26.8,medium,181,0.0,0.76,48,0,0.052915,0.053074,0.31944,16.117367,3.675006,2.260019,0.605965,0.171157,0.018703,0.189838,0.103913,0.135773,0.429524,0.426509,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.14431193085899893,0.11206938590930253,0.1639736632152971,0.026631946238915828,0.11587,24
SYN0640,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,3,B2,2026-01-23,maltose,nitrate,0.0,0.0,15.39,15.39,0.0,3.77,0.0,3.77,1.51,1.18,0.058,0.184,1.52,0.3,6.32,31.1,high,230,0.0,0.729,96,0,0.012187,0.012991,0.081314,13.260271,3.099278,0.845109,0.402345,0.187932,0.005284,0.165343,0.061115,0.123508,0.349965,0.188542,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.03323687992778267,0.02852745443848305,0.04632608867185103,0.01662788093604322,0.026726,62
SYN0641,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-02,glucose,ammonium,22.01,0.0,0.0,22.01,2.59,0.0,0.0,2.59,1.07,0.06,0.271,0.263,1.87,0.53,5.6,32.4,medium,175,0.0,0.537,24,0,0.022943,0.023806,0.175306,19.184442,1.630488,0.443575,0.018175,0.176481,0.007965,0.138805,0.014778,0.111225,0.264808,0.39832,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.06257107870543348,0.06150274156716813,0.06983105531250822,0.00591990083326763,0.055912,40
SYN0642,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,2,B3,2026-01-11,glucose,ammonium,27.59,0.0,0.0,27.59,2.02,0.0,0.0,2.02,1.22,1.72,0.558,0.244,0.62,0.36,6.65,31.5,low,119,0.0,0.086,24,0,0.005918,0.005685,0.04106,25.07505,1.762408,0.845465,0.703641,0.230839,0.001488,0.293497,0.141455,0.189731,0.624684,0.061675,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.01613980925679969,0.014405112025532062,0.01304565101130097,0.05117214137093883,0.000507,97
SYN0643,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B1,2026-01-18,glucose,ammonium,28.49,0.0,0.0,28.49,3.92,0.0,0.0,3.92,2.07,0.35,0.414,0.088,1.25,0.69,5.13,31.3,medium,187,0.0,0.285,96,1,0.129481,0.134821,1.01417,24.724416,2.716182,1.29266,0.123971,0.221099,0.035597,0.128448,0.07715,0.103905,0.309503,0.766179,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.35312582669477544,0.35580205706122386,0.312087391834194,0.011540028018273614,0.307657,9
SYN0644,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,2,B4,2026-01-08,maltose,yeast_extract,0.0,0.0,16.86,16.86,0.0,0.0,6.95,4.17,2.98,0.9,0.632,0.037,1.64,1.64,3.64,33.4,low,120,0.0,0.267,96,0,0.000728,0.000749,0.004581,14.044961,2.631744,1.139633,0.542872,0.256053,0.000272,0.287803,0.081567,0.122772,0.492142,0.009223,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0019854310812690394,0.0016071558253522255,0.0023846888945388872,0.034505782777023104,-0.006892,125
SYN0645,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,1,B4,2026-01-14,glucose,yeast_extract,27.68,0.0,0.0,27.68,0.0,0.0,5.53,3.318,2.07,0.99,0.323,0.474,1.31,1.58,6.65,28.7,high,249,0.0,0.085,24,1,0.081073,0.081897,0.605956,21.843474,2.351534,1.022948,0.540622,0.214342,0.021891,0.191018,0.048594,0.193469,0.433081,0.58319,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.22110556875236928,0.21258801905853159,0.1919236198174661,0.02707921757568876,0.183408,15
SYN0646,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,3,B4,2026-01-02,glucose,ammonium,28.02,0.0,0.0,28.02,3.42,0.0,0.0,3.42,2.54,1.71,0.662,0.098,1.29,1.74,3.96,29.0,medium,189,0.0,0.813,48,0,0.018203,0.017349,0.131678,25.894981,3.020911,1.326235,0.570877,0.243483,0.004699,0.199237,0.097765,0.144707,0.441709,0.229649,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.049643958753214736,0.04619669608616685,0.04119725410087585,0.02816413663491757,0.034743,53
SYN0647,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,exploit,1,B3,2026-01-04,maltose,nitrate,0.0,0.0,22.78,22.78,0.0,0.61,0.0,0.61,3.9,1.54,0.521,0.311,0.52,0.51,4.07,27.4,medium,189,0.0,0.078,24,0,0.0,0.0,0.0,19.786469,0.373594,2.141987,0.943712,0.241759,0.0,0.919202,0.360024,0.169744,1.448969,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.15482101790506253,-0.038705,169
SYN0648,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-24,glucose,yeast_extract,18.74,0.0,0.0,18.74,0.0,0.0,0.77,0.462,0.64,1.94,0.21,0.484,1.39,0.67,6.38,29.0,low,127,0.0,0.415,48,0,0.0,0.0,0.0,17.773585,0.393124,0.295224,1.173122,0.190085,0.0,0.669167,0.228903,0.681463,1.579533,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.17123865490658668,-0.04281,173
SYN0649,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,exploit,3,B3,2026-01-09,sucrose,nitrate,0.0,13.99,0.0,13.99,0.0,2.12,0.0,2.12,4.35,1.02,0.067,0.419,0.53,1.77,3.77,31.3,high,246,0.0,0.921,96,0,0.001614,0.001554,0.010475,10.85619,1.798315,1.885382,0.395533,0.190302,0.000749,0.160219,0.070407,0.159224,0.38985,0.026165,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.00440176616094537,0.0036749524711994237,0.006566661698564803,0.021643179577366934,-0.001271,101
SYN0650,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,3,B2,2026-01-16,glucose,ammonium,5.81,0.0,0.0,5.81,3.11,0.0,0.0,3.11,3.66,1.56,0.168,0.357,1.28,1.38,6.5,30.9,high,250,0.0,0.303,96,0,0.018941,0.018749,0.104982,5.06078,2.323229,1.496403,0.946144,0.251237,0.018069,0.199092,0.089661,0.25488,0.543633,0.161856,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.051656662239446254,0.03683091745407713,0.1584152339537616,0.040980466049942744,0.052409,43
SYN0651,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,3,B5,2026-01-06,sucrose,ammonium,0.0,22.35,0.0,22.35,1.35,0.0,0.0,1.35,1.09,0.5,0.031,0.447,1.63,0.16,6.4,22.1,medium,171,0.0,0.104,24,0,9e-05,9.6e-05,0.000699,20.273646,1.023447,0.712369,0.169515,0.204797,3.1e-05,0.434067,0.152021,0.09533,0.681418,0.001024,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.00024545164466238125,0.0002452307186031883,0.00027178439606877024,0.05830610033087013,-0.01435,153
SYN0652,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,1,B2,2026-01-10,sucrose,nitrate,0.0,10.95,0.0,10.95,0.0,1.94,0.0,1.94,1.47,1.22,0.125,0.128,0.7,0.95,7.2,26.8,medium,178,0.0,0.086,72,0,0.002002,0.001986,0.011661,10.389197,1.44856,0.549488,0.608074,0.181659,0.001065,0.205232,0.057882,0.131744,0.394857,0.028686,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.005459935473489858,0.004091037782019712,0.009337109090749687,0.022272779685104382,-0.000358,99
SYN0653,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,3,B1,2026-01-14,maltose,yeast_extract,0.0,0.0,19.7,19.7,0.0,0.0,2.84,1.704,1.6,0.59,0.708,0.211,0.56,1.45,6.15,35.2,low,127,0.0,0.654,24,0,0.017573,0.017977,0.12577,15.587387,1.036246,0.98853,0.346086,0.288893,0.006384,0.232684,0.1068,0.178361,0.517844,0.195412,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.04792579724057806,0.04412398780933189,0.05597005111300094,0.03773765455035399,0.033977,54
SYN0654,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,1,B2,2026-01-13,sucrose,yeast_extract,0.0,12.27,0.0,12.27,0.0,0.0,1.41,0.846,0.35,1.36,0.703,0.164,0.92,0.11,4.54,31.2,high,239,0.0,0.442,48,0,0.00071,0.000723,0.004459,9.745819,0.600367,0.148142,0.555663,0.22278,0.000363,0.218771,0.035,0.228134,0.481905,0.009168,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0019363407523365632,0.0015643544696017405,0.0031825076055794705,0.033218541654013674,-0.006443,121
SYN0655,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-27,maltose,ammonium,0.0,0.0,32.04,32.04,1.63,0.0,0.0,1.63,3.33,0.38,0.498,0.298,1.28,0.64,6.78,31.1,low,116,0.0,0.204,48,0,0.001263,0.001258,0.009211,27.585016,1.183139,2.062995,0.151231,0.203828,0.000287,0.347334,0.123739,0.419943,0.891017,0.010232,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0034445047467620837,0.003231502359161613,0.0025161974732818403,0.0846619127897597,-0.018326,159
SYN0656,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B2,2026-01-23,sucrose,ammonium,0.0,24.1,0.0,24.1,0.76,0.0,0.0,0.76,1.89,1.25,0.577,0.41,0.73,1.69,3.53,31.8,low,124,0.0,0.387,24,0,0.0,0.0,0.0,17.963436,0.520448,0.818457,0.625411,0.205445,0.0,0.934357,0.161796,0.367189,1.463342,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.1566283361292507,-0.039157,170
SYN0657,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,2,B4,2026-01-01,sucrose,ammonium,0.0,14.44,0.0,14.44,5.76,0.0,0.0,5.76,2.91,1.21,0.519,0.478,0.75,0.63,6.46,23.9,low,114,0.0,0.408,48,0,0.004154,0.004217,0.027026,10.296907,4.987999,1.439847,0.635013,0.234146,0.001872,0.28539,0.132477,0.241449,0.659316,0.039377,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.011328957021417018,0.009481552791086935,0.016412270627120577,0.05552690688545114,-0.003316,108
SYN0658,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,2,B5,2026-01-22,glucose,ammonium,22.08,0.0,0.0,22.08,5.21,0.0,0.0,5.21,2.03,1.8,0.31,0.171,1.58,0.12,3.77,30.2,medium,181,0.0,0.214,24,0,0.000813,0.000835,0.005526,16.313329,3.345824,0.767482,0.759811,0.190069,0.00025,0.168023,0.037479,0.237667,0.443168,0.012316,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0022172465234501773,0.0019386909170260634,0.002191809645715889,0.028347597101701857,-0.005194,115
SYN0659,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,1,B1,2026-01-11,glucose,yeast_extract,33.08,0.0,0.0,33.08,0.0,0.0,0.81,0.486,3.85,0.4,0.567,0.1,1.24,0.55,5.72,31.9,medium,183,0.0,0.565,24,0,0.0,0.0,0.0,27.76215,0.282304,2.291945,0.147179,0.306675,0.0,1.06633,0.401743,1.285798,2.753871,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.3189045888630821,-0.079726,180
SYN0660,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,exploit,1,B6,2026-01-15,glucose,ammonium,6.81,0.0,0.0,6.81,5.04,0.0,0.0,5.04,1.44,1.19,0.783,0.101,0.81,1.75,6.97,32.1,medium,173,0.0,0.667,72,0,0.004669,0.004639,0.027071,6.423033,3.706296,0.985363,0.505339,0.196221,0.003975,0.324391,0.074331,0.248957,0.647678,0.040121,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.01273348587698509,0.009497340176404736,0.034849773366882636,0.054063498446495994,0.001235,95
SYN0661,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,refine,2,B4,2026-01-03,maltose,nitrate,0.0,0.0,16.76,16.76,0.0,5.16,0.0,5.16,0.99,0.44,0.58,0.378,1.81,0.62,5.38,36.0,high,247,0.0,0.103,96,0,0.025248,0.025165,0.178294,14.835993,3.271659,0.381801,0.2449,0.174309,0.010638,0.278982,0.072766,0.093661,0.445409,0.285864,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.06885736804928669,0.06255102395227018,0.0932658840445025,0.028629389360827002,0.057489,39
SYN0662,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,refine,3,B1,2026-01-21,maltose,nitrate,0.0,0.0,5.95,5.95,0.0,3.13,0.0,3.13,1.58,0.24,0.261,0.327,0.65,0.37,6.29,35.3,medium,176,0.0,0.568,72,0,0.002011,0.002081,0.010957,5.564843,1.950323,0.85248,0.155262,0.216604,0.001842,0.223771,0.065679,0.318652,0.608102,0.017699,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.005484480637956097,0.003844052909492323,0.01614925346963467,0.04908705469498472,-0.005777,118
SYN0663,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-28,sucrose,ammonium,0.0,12.22,0.0,12.22,4.99,0.0,0.0,4.99,1.15,1.65,0.048,0.465,0.18,1.88,6.73,35.3,medium,179,0.0,0.12,24,0,0.001142,0.00106,0.007051,8.279541,2.978477,0.692441,1.062084,0.212073,0.000577,0.335411,0.151473,0.134872,0.621756,0.011213,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.003114508646715993,0.0024737078639071254,0.005058696662312272,0.0508039629975705,-0.009733,138
SYN0664,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,2,B6,2026-01-11,glucose,ammonium,8.54,0.0,0.0,8.54,2.29,0.0,0.0,2.29,0.41,1.32,0.545,0.038,0.74,1.82,5.62,29.8,high,244,0.0,0.835,72,0,0.016817,0.01642,0.086101,8.046876,2.025571,0.17573,0.694919,0.246246,0.010082,0.112421,0.06995,0.130488,0.312859,0.215815,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.04586400342541406,0.030206881405512323,0.08839129939243037,0.011962024815071472,0.041313,50
SYN0665,Aspergillus oryzae RIB40,Aspergillus oryzae,ASM18445v3,submerged,submerged,shake_flask,screen,1,B6,2026-01-23,sucrose,ammonium,0.0,32.16,0.0,32.16,4.64,0.0,0.0,4.64,0.91,0.75,0.573,0.168,1.45,0.74,5.42,33.0,medium,187,0.0,0.219,72,1,0.183809,0.186848,1.415877,27.336511,2.883965,0.592457,0.43824,0.228077,0.044026,0.201291,0.052819,0.131222,0.385332,0.78607,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.5012913483749737,0.496733239146962,0.3859864458491509,0.02107506827583753,0.421237,3
